lat,lon,u850,v850,q850,z500,rh850,mslp,t2m,driver,share
12.25,89.75,3.0431967,2.2885177,5.58453,1.2647954,7.828028,1.9030925,2.0920315,rh850,0.32611087
12.25,90.0,3.2544816,1.5332005,4.666789,1.2664546,7.607182,1.45921,1.2580231,rh850,0.36146635
12.25,90.25,2.987351,1.6984828,5.3388495,1.5990907,7.1064157,1.6603334,1.6838938,rh850,0.32192993
12.25,90.5,2.231534,1.5174435,5.1063952,1.8648905,7.4764743,1.5113858,2.3462074,rh850,0.33900258
12.25,90.75,2.3174565,1.4860215,4.799371,1.4997194,7.9987907,1.8316741,2.1620114,rh850,0.36201736
12.25,91.0,2.877616,2.4419854,5.792152,1.6460446,8.857286,1.8912084,2.8792832,rh850,0.33568665
12.25,91.25,2.2116961,1.4110882,4.960078,1.4634347,7.287714,1.3358955,2.091062,rh850,0.35102957
12.25,91.5,2.8860228,2.5379875,4.993202,1.4340305,9.2598295,1.6090175,2.6341224,rh850,0.36521855
12.25,91.75,3.4049184,2.3696487,4.2924976,1.8840178,9.778659,1.7430657,2.233484,rh850,0.38039947
12.25,92.0,2.498336,1.7079071,4.4536138,1.9466985,9.097177,1.3553292,2.5158825,rh850,0.38588327
12.25,92.25,2.4575727,1.7374103,4.3015556,1.7965744,8.341159,1.7887849,2.286013,rh850,0.3673052
12.25,92.5,2.4378633,1.6453208,5.353069,1.8532615,10.027624,1.7373834,1.6617295,rh850,0.40570974
12.25,92.75,3.0678399,1.1397485,4.721952,1.4163957,10.11482,1.7330045,2.2214425,rh850,0.4142837
12.25,93.0,3.1906233,1.3827678,5.404411,2.030811,8.789361,1.8817931,1.4688445,rh850,0.3639696
12.25,93.25,2.6506643,1.6403003,4.234212,1.7610253,8.927993,1.4649725,1.5524739,rh850,0.40158945
12.25,93.5,3.3457658,1.6546624,4.410697,2.125697,6.2211165,1.6737028,1.0467339,rh850,0.30378956
12.25,93.75,3.014579,1.5214548,4.751001,2.1658077,6.6191273,1.5794137,1.3341532,rh850,0.31541374
12.25,94.0,3.0754328,2.0788994,4.533166,2.0718443,7.0190387,1.4257365,1.2948546,rh850,0.3264825
12.25,94.25,2.6502275,1.5269356,3.5828395,2.685812,6.2071676,1.6978242,1.2896664,rh850,0.31603962
12.25,94.5,2.894038,1.3287586,4.475589,1.7644432,7.3079925,1.3933865,1.2766001,rh850,0.35751975
12.25,94.75,3.4066212,1.5611888,3.9890258,2.1895077,6.2556252,1.6166688,1.1787094,rh850,0.3097251
12.25,95.0,2.164126,1.2898386,4.8497276,2.273304,6.335398,1.0865586,1.4944011,rh850,0.32500297
12.25,95.25,3.4420166,1.272675,4.5928273,2.0027537,7.001552,1.4863603,1.2472394,rh850,0.33268762
12.25,95.5,3.532639,1.4065502,3.942662,2.4685748,5.8954425,1.5555012,1.2930756,rh850,0.29338667
12.25,95.75,4.0396338,1.2572633,3.927214,2.260989,7.308702,1.8691726,1.3398392,rh850,0.33217123
12.25,96.0,2.5265582,1.4291635,3.5441065,1.9107385,6.6028404,1.1897366,1.3438933,rh850,0.35600513
12.25,96.25,4.160033,1.3046613,3.450038,2.2856076,6.1245375,1.5434572,1.0843368,rh850,0.30695325
12.25,96.5,4.7511644,1.3260888,2.7451165,1.7328328,7.588604,1.5661917,1.4612163,rh850,0.3584397
12.25,96.75,4.116306,1.2621114,3.1635637,1.7560407,6.260937,1.4637036,1.14275,rh850,0.326679
12.25,97.0,3.0625355,1.5061659,3.6734843,1.8232294,6.525714,1.5563056,0.8126534,rh850,0.34418166
12.25,97.25,5.0028396,1.5680326,3.8220596,1.4278251,6.5453267,1.5844414,0.90351325,rh850,0.31386375
12.25,97.5,3.4827185,1.3277682,4.196199,1.9159465,5.3765535,1.3617829,0.85958534,rh850,0.29030198
12.25,97.75,4.134485,1.5248177,3.5684226,1.9541868,5.4298677,1.4628983,0.9486815,rh850,0.28543162
12.25,98.0,3.5579772,1.382438,4.136672,1.9714434,4.94772,1.525022,0.9769091,rh850,0.2674706
12.25,98.25,3.9511545,1.6829139,2.823002,1.4757569,6.3262525,1.706398,1.255981,rh850,0.32912448
12.25,98.5,3.7866118,1.9642291,4.2490773,1.5171871,7.034615,1.3491073,1.2636832,rh850,0.33237788
12.25,98.75,3.3380039,2.0121074,5.246903,1.3659979,8.131458,1.4750091,1.6279327,rh850,0.35053295
12.25,99.0,4.0579495,1.5445514,5.13487,1.8283739,6.3196034,1.4675146,2.71681,rh850,0.27393553
12.25,99.25,4.0695977,2.3646338,6.356003,1.8915727,8.928753,2.9605114,5.6492076,rh850,0.27711594
12.25,99.5,4.63096,2.1225824,4.900061,1.6097363,7.425296,2.9581203,6.0069466,rh850,0.25040027
12.25,99.75,3.2941592,1.7339655,4.180301,1.7593516,6.6136956,1.8936907,3.156334,rh850,0.29223412
12.25,100.0,4.0485797,1.9218937,4.0416,1.7219485,6.1397753,1.7830945,1.6919242,rh850,0.28759322
12.5,66.5,4.2522364,1.7484769,6.3943524,1.3256085,22.148022,1.6784644,2.2811382,rh850,0.5560876
12.5,66.75,2.7013319,2.133204,6.6927238,1.352342,20.668083,1.7580998,2.4976587,rh850,0.5467249
12.5,67.0,3.3966296,2.505765,5.6503553,1.3084034,21.383335,1.8745137,2.0545237,rh850,0.56016135
12.5,67.25,3.3623466,2.3898835,5.7351637,1.5111935,21.589626,1.7293127,2.473123,rh850,0.5565678
12.5,67.5,2.4046655,2.1041348,6.7616587,1.164355,20.92653,1.1026632,2.252141,rh850,0.5699544
12.5,67.75,3.5316234,3.0363934,6.5157537,1.3234602,21.494692,1.4877484,2.0506873,rh850,0.5449923
12.5,68.0,3.7664425,3.2975545,4.68047,1.5888705,22.712473,1.6117725,1.7865512,rh850,0.57581365
12.5,68.25,4.087132,2.8162456,3.7903278,1.6019685,24.106852,1.4838866,1.7816031,rh850,0.6077151
12.5,68.5,3.1861224,2.5343323,5.964883,1.4963113,20.13952,1.6611183,1.8783493,rh850,0.5463694
12.5,68.75,3.0536854,2.425619,6.486912,1.443684,19.97851,2.1856978,1.9154788,rh850,0.53290826
12.5,69.0,3.5747876,2.510501,4.963659,1.8372165,20.970058,1.8899432,1.7025676,rh850,0.5599671
12.5,69.25,3.646678,2.9468362,5.5648,1.5219381,21.998333,2.3486762,1.729156,rh850,0.55332786
12.5,69.5,4.3027315,3.692897,5.500533,1.3247976,24.726921,2.5147643,2.1654465,rh850,0.55907726
12.5,69.75,3.638308,3.3385208,6.3485994,1.2547549,21.884077,2.535122,1.7824352,rh850,0.5366136
12.5,70.0,3.769068,3.4327643,7.4683156,1.2118084,21.590792,2.5223951,1.8990625,rh850,0.5153646
12.5,70.25,3.8234875,3.5064683,7.0458856,1.1451943,21.402153,2.430124,1.9904659,rh850,0.51766324
12.5,70.5,3.4127743,4.1941323,7.076631,1.3954934,19.192818,2.8035564,1.756966,rh850,0.48183966
12.5,70.75,3.3518195,2.7426221,6.8852067,1.1571857,19.462776,2.2991827,1.8419678,rh850,0.51569647
12.5,71.0,4.0170727,4.199709,5.206772,1.4219149,21.836893,2.4402034,2.0677533,rh850,0.53014624
12.5,71.25,3.607991,4.5195494,5.417745,1.470134,21.870281,2.7854836,2.2103515,rh850,0.5221939
12.5,71.5,3.0369964,4.0891943,5.682209,1.6203631,18.240625,2.534818,2.000767,rh850,0.49027386
12.5,71.75,3.397832,3.1156542,5.9115148,1.3567036,19.224815,2.493141,2.0177364,rh850,0.51242405
12.5,72.0,3.2133973,4.2702966,6.4031386,1.264609,19.288536,2.2080038,1.941474,rh850,0.4998395
12.5,72.25,2.6413,5.0059834,6.340672,1.4370995,19.903141,1.9149613,1.5812753,rh850,0.51264477
12.5,72.5,3.385755,4.42144,5.384905,1.9380208,16.065228,2.710049,2.18247,rh850,0.44516978
12.5,72.75,5.0692267,3.9464314,8.533643,1.4189066,19.170969,3.5537481,2.0428708,rh850,0.4383359
12.5,73.0,3.2037847,2.1991296,11.018219,1.6126245,18.116276,2.9447162,2.76227,rh850,0.43281335
12.5,73.25,4.793267,3.4405665,9.769386,1.6299531,18.143291,3.1273327,4.005292,rh850,0.4040004
12.5,73.5,4.42265,4.054917,9.054336,2.360729,18.918867,2.7765338,5.865781,rh850,0.39867958
12.5,73.75,4.548738,3.0180683,8.868821,2.8622723,14.237659,3.1622257,3.9322288,rh850,0.35042223
12.5,74.0,4.9935236,3.7241344,8.986889,3.3421721,18.626371,2.7082722,5.2993255,rh850,0.39064813
12.5,74.25,4.8335943,4.4418993,8.627665,3.518833,17.2045,2.8400445,5.3948374,rh850,0.36713606
12.5,74.5,6.566471,7.3344207,17.009924,3.2635872,35.14478,2.433314,7.3901124,rh850,0.444069
12.5,74.75,6.349969,13.9248905,18.791903,4.467561,34.872055,3.5545943,9.304297,rh850,0.38209555
12.5,75.0,4.4968963,14.511801,18.319704,4.503815,64.29294,2.2712007,12.285416,rh850,0.53274775
12.5,75.25,13.036497,37.01922,28.162771,4.947848,146.71739,3.7260025,31.107563,rh850,0.55424184
12.5,75.5,9.509284,22.370338,19.200853,7.4189224,167.94838,5.274362,10.867576,rh850,0.6923145
12.5,75.75,10.488579,5.051234,15.854766,5.1819935,79.413246,5.416039,13.741321,rh850,0.5876057
12.5,76.0,5.2533326,4.94828,21.988203,4.948656,62.100464,6.6478853,11.209926,rh850,0.53033465
12.5,76.25,7.0234857,7.574374,18.852907,4.3643336,45.857273,6.319138,8.434042,rh850,0.46590817
12.5,76.5,7.4050417,7.660736,19.730898,5.2235923,62.91705,6.4373717,6.3271403,rh850,0.5437861
12.5,76.75,8.891785,4.600614,18.780684,2.6115851,47.182343,5.642775,8.54672,rh850,0.490173
12.5,77.0,7.641997,3.47099,19.888058,3.198206,29.96356,4.2062845,9.556783,rh850,0.3845136
12.5,77.25,6.657347,4.389369,16.62212,2.887342,31.479176,5.075468,9.058309,rh850,0.41327992
12.5,77.5,5.922999,5.1992593,19.82536,3.4056258,27.706182,5.050352,6.8333807,rh850,0.37469566
12.5,77.75,4.8170376,8.147984,23.997536,3.9745953,35.253128,5.7906785,7.4913,rh850,0.39401183
12.5,78.0,5.251701,3.0514631,21.11128,2.9658484,18.408201,3.3143866,6.763258,q850,0.3468477
12.5,78.25,5.239918,6.8361506,16.793987,2.8679595,14.362971,3.1435776,5.4661555,q850,0.30695972
12.5,78.5,4.9230375,4.1511226,14.728839,2.8823884,12.981751,3.4630167,5.2537885,q850,0.30441585
12.5,78.75,5.1062336,7.9757066,18.261192,3.0837405,18.283445,3.4669187,5.2042694,rh850,0.2978657
12.5,79.0,4.378696,8.620768,15.746078,3.0127056,19.469225,2.7590313,5.2381763,rh850,0.328735
12.5,79.25,5.236746,5.0836396,18.669682,2.573355,12.816713,2.3542943,7.7439213,q850,0.3426991
12.5,79.5,5.464316,5.754007,18.4088,2.2950518,11.446711,1.8418365,9.292515,q850,0.3377561
12.5,79.75,6.736779,5.9330654,16.995455,1.3657545,15.580043,2.1733692,5.59197,q850,0.31255186
12.5,80.0,4.70222,4.4842434,13.647303,1.8999599,11.635357,1.7416173,6.3921413,q850,0.30666134
12.5,80.25,5.601529,5.2153726,8.403031,1.7929255,17.049725,2.1610594,5.352917,rh850,0.37408975
12.5,80.5,3.474811,3.3846345,8.327249,1.2448399,14.728462,3.0225325,3.6753788,rh850,0.38904583
12.5,80.75,3.0239577,2.5952456,7.5916905,1.3013419,13.168996,2.5414293,3.6698415,rh850,0.3885519
12.5,81.0,3.930129,2.874854,7.6792707,1.3746748,13.949946,2.5595603,3.7454572,rh850,0.38627645
12.5,81.25,4.7692423,1.9273599,8.143332,1.6678839,13.597109,2.4798844,3.4670951,rh850,0.3771537
12.5,81.5,3.5587783,2.744796,7.645301,1.4254476,12.359428,2.89035,2.907639,rh850,0.36858892
12.5,81.75,3.424818,2.146823,6.2529063,1.6495638,12.8142805,2.7538261,3.3346946,rh850,0.39578453
12.5,82.0,3.741047,1.8920411,7.3639207,1.0824078,12.588585,2.3930047,3.0471175,rh850,0.39206848
12.5,82.25,2.375758,1.5158687,5.7645593,1.4976223,12.297154,2.1342652,2.685883,rh850,0.43497247
12.5,82.5,3.9857728,2.5634358,8.518722,1.0792338,13.582507,3.0840693,3.0602267,rh850,0.37861738
12.5,82.75,3.3286316,2.4258213,7.035781,1.5401834,12.527476,3.1011486,2.7587073,rh850,0.3828954
12.5,83.0,4.3351736,2.2207034,8.479718,1.525153,12.160133,2.4283063,3.828317,rh850,0.34765583
12.5,83.25,3.4315312,1.912623,8.283023,1.2293797,13.102087,2.8737147,2.7737956,rh850,0.38987166
12.5,83.5,3.1786633,1.5281405,6.40195,1.1264901,12.490998,1.9631107,2.9518807,rh850,0.42140615
12.5,83.75,3.5226812,1.8243928,7.287945,1.3340715,12.468889,2.676001,2.7424545,rh850,0.3914088
12.5,84.0,2.5206172,1.3849753,6.7754955,1.5282815,12.554126,2.5851145,2.6671937,rh850,0.41825053
12.5,84.25,2.9230778,1.0153104,7.464624,1.4486759,12.923973,2.2602243,2.4639983,rh850,0.42373845
12.5,84.5,2.5427017,1.1359103,6.854034,1.2262237,12.024644,1.7147976,2.746109,rh850,0.42573518
12.5,84.75,2.891016,1.5804516,7.046476,1.3570509,11.363631,1.9302012,2.0621889,rh850,0.40252295
12.5,85.0,2.5657427,1.0551254,6.3210416,1.5763484,12.458924,2.1938555,2.8565547,rh850,0.4292097
12.5,85.25,2.5852647,1.2209833,6.9721193,1.3892648,11.702548,1.6538162,2.5847702,rh850,0.4163309
12.5,85.5,3.4162047,1.3441783,6.779672,1.4397097,12.428588,2.1979115,2.5021687,rh850,0.41279426
12.5,85.75,2.680583,1.0160774,6.6826997,1.4504161,12.191671,1.8954781,2.333544,rh850,0.43155643
12.5,86.0,2.5287476,1.3015788,6.182099,1.2142553,11.929125,2.1626642,2.5362942,rh850,0.42826155
12.5,86.25,2.8902426,1.4080887,7.564037,1.3589817,11.450258,2.4507627,1.9068745,rh850,0.3944387
12.5,86.5,2.804045,1.2098962,7.413638,1.4052098,11.953286,2.4670346,2.451705,rh850,0.4024023
12.5,86.75,2.4462955,1.2505366,6.9373827,1.2823923,10.798391,1.8849843,1.8682591,rh850,0.40797538
12.5,87.0,2.5936322,1.1937525,5.9487066,0.98148566,11.517164,1.5671928,2.2052398,rh850,0.44284567
12.5,87.25,2.3414354,1.1541358,6.457741,1.1551844,11.59672,1.551472,2.4658093,rh850,0.43396842
12.5,87.5,3.1809504,1.609144,6.2620764,1.2507824,11.319838,2.4760282,2.2021065,rh850,0.39998117
12.5,87.75,2.9382286,1.2643433,5.930572,1.281295,11.485111,1.9112682,2.080146,rh850,0.42709923
12.5,88.0,2.411052,0.9552105,6.599132,1.3134987,12.404516,1.8573873,2.8236623,rh850,0.437326
12.5,88.25,2.039055,1.4666468,5.562251,1.3175794,10.706905,1.4628936,2.8311188,rh850,0.42175668
12.5,88.5,2.7044947,1.1304734,7.4249477,1.2661018,12.72589,1.6303682,3.2351496,rh850,0.42254245
12.5,88.75,1.9259169,1.4180039,6.0687337,1.5825591,11.303676,1.5826814,2.8748424,rh850,0.42246604
12.5,89.0,2.7666318,1.5193605,5.7259636,1.7046492,8.894315,1.6270268,2.580514,rh850,0.35837492
12.5,89.25,2.232635,1.4502102,5.222384,1.7974507,7.8640966,1.5927615,2.180219,rh850,0.35202247
12.5,89.5,2.3282225,2.074168,5.807149,1.8639507,8.162683,1.6149507,2.5628638,rh850,0.33434454
12.5,89.75,3.425135,1.6296314,5.50216,1.8793061,8.148439,1.5812238,2.2236552,rh850,0.3340955
12.5,90.0,2.751988,1.6907213,6.286463,1.6144156,8.338272,1.9118437,2.8717866,rh850,0.32743418
12.5,90.25,1.9950389,1.591186,5.6729956,1.8263748,7.5563827,1.6285961,2.0095234,rh850,0.33915395
12.5,90.5,2.8427105,1.7049531,5.772484,1.8761231,7.7184434,1.807984,2.3331003,rh850,0.32085586
12.5,90.75,2.518718,2.4380739,4.9351373,1.3729689,7.5084553,1.239998,2.3956087,rh850,0.33506486
12.5,91.0,2.631109,1.9879688,5.5404067,1.7177774,8.12017,1.653148,2.6903732,rh850,0.33360112
12.5,91.25,2.9411595,1.3579351,6.2507987,1.2893156,8.0999975,1.8131086,2.6217425,rh850,0.33232045
12.5,91.5,2.9382246,2.0588052,5.154102,1.9038358,9.034939,1.5141412,2.5382853,rh850,0.35935163
12.5,91.75,2.4846127,2.2907403,4.370108,1.7721123,7.932394,1.7460871,2.2715652,rh850,0.34688327
12.5,92.0,2.8998055,1.5673175,4.1883373,1.5460099,9.273818,1.6780592,2.221317,rh850,0.39674658
12.5,92.25,3.2373385,1.6954405,4.328281,1.5994118,10.277509,1.7611549,2.2900193,rh850,0.40801322
12.5,92.5,2.9349966,1.8431137,5.3536663,2.1272442,9.827869,1.4256697,1.8928682,rh850,0.3868413
12.5,92.75,2.824995,1.3881792,5.145558,1.9992502,10.757467,1.7332478,2.3641846,rh850,0.41038856
12.5,93.0,3.3191717,1.7897584,4.5608683,2.0364337,8.383338,2.217172,1.4879271,rh850,0.35232002
12.5,93.25,3.177108,2.1329954,4.267348,1.5142771,8.320095,1.6706067,1.0735344,rh850,0.37552395
12.5,93.5,2.5310638,2.4407144,4.1015835,1.7376313,6.617189,1.35942,1.6196176,rh850,0.32425722
12.5,93.75,2.5648484,1.959589,4.4043736,1.5344439,8.19777,1.7210237,1.5578054,rh850,0.3736474
12.5,94.0,2.8680534,1.4975513,4.406899,2.3421285,6.4791656,1.440456,1.547381,rh850,0.31480324
12.5,94.25,3.0092437,1.683178,4.643083,2.2914803,6.744441,1.5062319,1.3748732,rh850,0.31734768
12.5,94.5,3.0212765,1.3743447,5.12253,2.0496347,7.6206017,1.2569852,1.6968924,rh850,0.3441654
12.5,94.75,3.8489661,1.6749426,3.8553574,2.5433414,5.9431376,1.8704792,1.0206537,rh850,0.28632137
12.5,95.0,3.1044614,1.406606,4.9046807,2.1130211,6.6422734,1.418237,1.4850138,rh850,0.31518367
12.5,95.25,2.7057998,1.3526466,5.165872,2.2780397,6.3071556,1.4726715,1.1960335,rh850,0.30799338
12.5,95.5,2.856759,1.3467563,4.3910813,2.1837244,5.8964863,1.4812013,1.3084496,rh850,0.30293605
12.5,95.75,3.9046068,1.2930442,3.4955533,2.3903751,6.498553,1.345892,1.4095321,rh850,0.3195346
12.5,96.0,3.4563406,1.2694248,3.4193578,2.2500956,5.9855514,1.6212614,1.0495248,rh850,0.31417653
12.5,96.25,3.0503602,1.4607751,3.5996842,2.0143642,6.382733,1.4088169,1.3121023,rh850,0.33193547
12.5,96.5,3.826927,1.0945501,3.606318,2.2901433,6.3963857,1.433181,1.029355,rh850,0.32507145
12.5,96.75,4.6993876,1.6275108,2.8846707,1.7717258,6.9915533,1.2348263,1.3654859,rh850,0.3398055
12.5,97.0,3.9568722,1.5849285,3.314685,1.7158283,5.7043705,1.3586379,0.86309475,rh850,0.30837074
12.5,97.25,3.7024574,1.4718714,4.101339,2.1917636,5.7435365,1.3329574,1.1498147,rh850,0.29164273
12.5,97.5,2.1283681,1.9715595,5.034412,1.7567818,5.06676,1.1587738,0.7495246,rh850,0.28359503
12.5,97.75,4.441654,1.9710071,4.1283507,1.6996757,6.574115,1.8803974,0.92435086,rh850,0.30408195
12.5,98.0,3.3028724,1.6273152,4.098327,1.7599698,6.116255,1.3747237,1.3189347,rh850,0.3120793
12.5,98.25,3.974543,1.9159088,4.90502,1.6786503,5.6406007,1.4155523,1.4589393,rh850,0.26873806
12.5,98.5,3.9472952,1.8247472,3.9948907,1.7759311,6.926697,1.2695078,1.0737686,rh850,0.33280882
12.5,98.75,3.0528688,2.288027,6.4075313,2.1757166,12.006503,1.56707,2.7697327,rh850,0.39668038
12.5,99.0,3.4782426,2.406015,6.9384556,2.2396643,17.75489,1.7752169,6.261018,rh850,0.434599
12.5,99.25,3.9836462,2.378649,7.1547213,2.1652777,10.856175,3.351688,6.4482675,rh850,0.29875195
12.5,99.5,3.8127573,2.4832568,6.509433,1.6665512,4.4151564,2.5951178,6.399117,q850,0.23346876
12.5,99.75,2.7337234,2.1790586,5.3463964,1.4762939,5.988495,1.7177523,2.2391317,rh850,0.27621123
12.5,100.0,3.6308737,1.9768056,4.3678784,1.7392815,6.237102,1.6911441,1.7858436,rh850,0.2910599
12.75,66.5,4.1863947,1.6916224,5.71623,1.3375583,23.311182,1.8606412,2.4028025,rh850,0.57549334
12.75,66.75,3.9128084,1.8171577,6.221875,1.4092445,22.001652,1.7638023,2.108444,rh850,0.56076616
12.75,67.0,2.9315968,1.6264659,7.276166,1.2273273,20.589966,1.5881847,2.3051822,rh850,0.5484093
12.75,67.25,3.903569,2.0573156,6.2180624,1.3619547,21.946308,1.6085694,2.1205537,rh850,0.55962163
12.75,67.5,2.9848833,2.3444145,7.589277,0.9055318,21.70776,2.0701191,2.9020696,rh850,0.5359404
12.75,67.75,2.3574376,2.1567626,8.03889,0.8615125,18.61372,1.337207,1.5381935,rh850,0.5332875
12.75,68.0,3.0715652,2.8907943,7.5393677,1.0534098,19.464622,1.8412673,1.9848983,rh850,0.51431227
12.75,68.25,3.5200126,1.8906611,8.958097,0.84305435,19.391283,1.8796415,2.065427,rh850,0.50304025
12.75,68.5,3.4532194,2.6013627,7.55572,1.0930152,21.320213,2.0212615,2.199398,rh850,0.5297712
12.75,68.75,2.9184716,2.6921194,6.388356,1.3893002,19.780956,1.8306952,2.096008,rh850,0.53323823
12.75,69.0,3.0606904,3.6772645,5.6943736,1.3878236,20.428577,1.9574143,1.8937831,rh850,0.5361842
12.75,69.25,3.3057601,4.227982,5.357324,1.4644136,22.417717,2.2673302,1.8523105,rh850,0.54820645
12.75,69.5,3.4757452,3.4640632,4.8719845,1.2866935,21.088894,2.622518,1.769144,rh850,0.54664123
12.75,69.75,3.649963,2.8088832,7.11305,1.1962265,22.183493,2.4715242,2.0977354,rh850,0.53427327
12.75,70.0,4.1679287,4.073213,4.962352,1.6296642,23.533194,2.4042816,2.2991931,rh850,0.54639626
12.75,70.25,3.6824846,3.7706456,8.9137745,0.90268457,20.808,2.4893012,1.9234511,rh850,0.4897113
12.75,70.5,4.145242,3.6555245,6.7412143,1.4880043,20.93268,2.864124,1.705336,rh850,0.50401175
12.75,70.75,3.9201145,3.5241687,5.530034,1.580867,20.67176,2.4628193,1.8044971,rh850,0.5234118
12.75,71.0,3.7910857,3.766976,6.7378883,1.4379544,21.395391,2.5764823,1.788712,rh850,0.5156201
12.75,71.25,3.1138759,4.8014193,5.406771,1.5379454,18.139767,2.6708376,1.7179534,rh850,0.48516878
12.75,71.5,4.0222516,4.5804577,7.4508266,1.246482,20.059889,2.2009983,1.1370223,rh850,0.49289703
12.75,71.75,3.6779735,4.3372393,5.620965,1.7238061,18.385763,2.1834502,2.2219763,rh850,0.4819187
12.75,72.0,3.5355613,3.5194056,5.792044,1.3080877,19.581236,2.3987684,1.616449,rh850,0.5186869
12.75,72.25,3.0996213,3.328363,6.672526,1.5345159,17.216496,2.3758304,2.2134714,rh850,0.4724508
12.75,72.5,3.323901,5.5067277,5.829046,1.2436832,19.238348,3.1726644,1.9848437,rh850,0.47738767
12.75,72.75,3.5204864,1.9925069,10.365121,1.1917104,20.817387,3.529463,1.9848294,rh850,0.47964665
12.75,73.0,3.4252205,1.0122488,11.843306,1.4061644,18.560352,3.032642,2.3468308,rh850,0.44587544
12.75,73.25,2.6498368,3.1871371,11.942391,1.8985847,18.518782,2.8740902,3.294658,rh850,0.4174142
12.75,73.5,5.890598,2.3955755,8.385765,2.8375196,18.046831,2.741507,5.4263926,rh850,0.39468893
12.75,73.75,4.123083,2.502865,9.231549,2.7845602,16.404371,2.5984182,3.895756,rh850,0.3948997
12.75,74.0,5.279865,4.138605,10.4518795,2.9452393,19.032415,2.3500645,5.3938437,rh850,0.3837806
12.75,74.25,6.6575317,6.044172,16.633257,3.7709677,31.520784,3.7094646,7.011722,rh850,0.4183366
12.75,74.5,8.854256,10.042198,18.754658,4.681462,47.96674,4.1250544,8.475064,rh850,0.46615162
12.75,74.75,5.4387817,16.100805,25.154083,5.0233564,69.91237,3.1763103,12.895892,rh850,0.5077092
12.75,75.0,7.0416408,20.614273,22.695356,4.07148,104.53652,5.320258,19.872934,rh850,0.5676629
12.75,75.25,6.7122893,18.72903,21.031399,4.2912765,130.43127,6.362436,25.754602,rh850,0.6114568
12.75,75.5,10.785249,12.380023,23.4612,4.21865,130.74069,5.8830385,21.452663,rh850,0.6257885
12.75,75.75,5.0950904,7.0026593,24.335989,5.570183,84.80417,5.9093475,11.65607,rh850,0.58739424
12.75,76.0,8.4067545,3.2134018,21.517588,4.287373,50.654205,5.5512123,9.920672,rh850,0.48917058
12.75,76.25,5.378683,6.484433,24.02638,4.303772,55.314987,7.515151,9.382256,rh850,0.49210143
12.75,76.5,7.029056,8.771823,22.39396,4.6372585,54.853355,6.920397,7.899661,rh850,0.4875615
12.75,76.75,5.8991513,4.678208,16.733534,3.710447,35.608135,5.596344,7.5223346,rh850,0.44650733
12.75,77.0,6.380397,4.79837,21.080055,3.238833,36.98324,5.745764,7.2602453,rh850,0.43261874
12.75,77.25,5.07819,4.275653,18.855013,2.8509903,35.32144,5.110022,8.441061,rh850,0.44189158
12.75,77.5,6.471401,6.5434265,19.167816,3.0963624,41.31771,5.6310716,5.7341943,rh850,0.46972236
12.75,77.75,7.3147087,7.7719707,17.748215,3.1749265,32.425995,5.1001263,7.120582,rh850,0.4020257
12.75,78.0,7.501859,7.0653105,22.730286,2.460773,14.269748,4.2055006,9.3263035,q850,0.33644697
12.75,78.25,5.2583733,6.000357,18.844015,2.7408533,15.919123,4.236135,6.630884,q850,0.31601706
12.75,78.5,5.0541654,7.8568707,18.57104,3.0459316,16.843456,2.9257755,6.975349,q850,0.30308884
12.75,78.75,6.1257405,4.500097,16.52279,2.3719685,16.451263,3.6775265,6.5250173,q850,0.29413378
12.75,79.0,3.8361242,5.9656734,18.401718,2.4578433,12.874655,2.348122,6.142502,q850,0.35369802
12.75,79.25,4.9531064,4.247565,15.421508,2.6199465,15.847279,2.4967682,8.0294485,rh850,0.29557204
12.75,79.5,6.890341,7.040823,19.245028,1.526957,13.818357,2.597726,5.7274947,q850,0.3385424
12.75,79.75,6.6718373,8.025215,21.49343,2.4539998,21.053858,3.0191777,7.595885,q850,0.30568042
12.75,80.0,5.725311,5.103114,14.242322,1.73535,13.337664,2.7369914,6.1123943,q850,0.2907003
12.75,80.25,5.5597086,3.4018047,9.187754,1.535238,14.113172,2.9175186,4.73779,rh850,0.34046215
12.75,80.5,4.277539,6.0535617,10.386684,1.3962029,14.830793,3.5639634,3.951357,rh850,0.33357537
12.75,80.75,3.7194583,4.3034964,8.286443,1.4236023,13.546175,2.5934362,3.9517038,rh850,0.35813406
12.75,81.0,3.7844622,3.8653219,7.217084,1.5176096,12.743473,2.7769675,3.5298555,rh850,0.35963187
12.75,81.25,3.7405517,3.2443168,8.276018,1.4076983,13.980535,3.5185807,3.4289143,rh850,0.3718562
12.75,81.5,3.2642164,3.1945913,7.2524896,1.2855706,12.35624,2.6317027,3.342604,rh850,0.37075302
12.75,81.75,3.9682307,2.3812344,8.877767,1.3273139,12.927976,2.8362608,3.4711459,rh850,0.36121827
12.75,82.0,3.440181,2.1895826,9.10928,1.5006261,13.36515,3.358758,2.9847953,rh850,0.37178737
12.75,82.25,3.1206894,2.2611687,7.880966,1.3928772,13.687969,2.7474587,3.422763,rh850,0.39659303
12.75,82.5,3.7569928,1.4236305,7.5107183,1.349614,12.263678,2.3346941,3.580342,rh850,0.38062704
12.75,82.75,3.003124,2.1675117,6.5282207,1.3658962,12.608515,2.8873045,2.9121299,rh850,0.40061748
12.75,83.0,3.9050307,2.2703288,6.8655076,1.2885736,11.909949,2.7762449,2.7251816,rh850,0.37522504
